uri,activatedDate,startDate,endDate,orderNumber,notation,label,preferred_label_hu,preferred_label_et,preferred_label_fi,preferred_label_cs,preferred_label_sk,preferred_label_lt,preferred_label_lv,preferred_label_mt,preferred_label_en,preferred_label_da,preferred_label_nl,preferred_label_sv,preferred_label_hr,preferred_label_sl,preferred_label_pl,preferred_label_de,preferred_label_ro,preferred_label_it,preferred_label_pt,preferred_label_es,preferred_label_fr,preferred_label_ga,preferred_label_el,preferred_label_bg
http://data.europarl.europa.eu/org/group/ED-486,1979-07-16,1979-07-16,1992-04-29,997,ED,European Democratic Group,Európai Demokraták Csoportja,Euroopa demokraatide fraktsioon,Euroopan demokraattipuolueen ryhmä,Skupina evropské demokracie,Európska demokratická skupina,Europos demokratu grupe,Eiropas demokratu grupa,Grupp Demokratiku Ewropew,European Democratic Group,Den Europæiske Demokratiske Gruppe,Europese Democratische Fractie,Gruppen Europeiska demokrater,Klub zastupnika europskih demokrata,Skupina Evropski demokrati,Grupa Demokracji Europejskiej,Fraktion der Europäischen Demokraten,Grupul Democraților Europeni,Gruppo democratico europeo,Grupo dos Democratas Europeus,Grupo Demócrata Europeo,Groupe des démocrates européens,Grúpa Dhaonlathaigh na hEorpa,Ομάδα των Ευρωπαίων Δημοκρατών,Група на Европейските демократи
http://data.europarl.europa.eu/org/group/DE-499,1965-01-19,1965-01-19,1973-06-30,989,DE,European Democratic Union Group,Európai Demokratikus Unió Csoportja,Euroopa demokraatide liidu fraktsioon,Euroopan demokraattipuolueen ryhmä,Skupina Evropské demokratické unie,Skupina Európska demokratická únia,Europos demokratines sajungos grupe,Eiropas Demokratiskas apvienibas grupa,Grupp Unjoni Demokratika Ewropea,European Democratic Union Group,Den europæiske demokratiske Union Gruppe,Fractie der Europese Democratische Unie,Gruppen Europeiska demokratiska unionen,Klub zastupnika Europske demokratske unije,Skupina Evropska demokratična unija,Grupa Europejskiej Unii Demokratycznej,Fraktion der Europäischen Demokratischen Union,Grupul Uniunii Democratice Europene,Gruppo dell'Unione Democratica Europea,Grupo da União Democrática Europeia,Grupo Demócrata Europeo,Groupe de l'Union démocratique européenne,Grúpa Aontas Daonlathach na hEorpa,Ομάδα της Ευρωπαϊκής Δημoκρατικής Έvωσης,Група на Европейския демократичен съюз
http://data.europarl.europa.eu/org/group/FE-511,1994-07-18,1994-07-18,1995-07-03,1000,FE,Forza Europa Group,A Forza Europa Csoport,Forza Europa fraktsioon,Forza Europa -ryhmä,Skupina Forza Europa,Skupina Forza Europa,Forza Europa grupe,Forza Europa grupa,Grupp Forza Ewropa,Forza Europa Group,Gruppen Forza Europa,Fractie Forza Europa,Gruppen Forza Europa,Klub zastupnika Forza Europa,Skupina Forza Europa,Grupa Forza Europa,Fraktion Forza Europa,Grupul Forza Europa,Gruppo Forza Europa,Grupo Forza Europa,Grupo Forza Europa,Groupe Forza Europa,Grúpa Forza Europa,Ομάδα Forza Europa,Група Форца Европа
http://data.europarl.europa.eu/org/group/UPE-517,1995-07-04,1995-07-04,1999-07-18,966,UPE,Group Union for Europe,Egyesülés Európáért Csoport,Liidu “Euroopa eest” fraktsioon,Unioni Euroopan puolesta,Skupina Unie pro Evropu,Skupina Únia pre Európu,Sajungos už Europa grupe,Apvienibas Eiropai grupa,Grupp Unjoni ghall-Ewropa,Group Union for Europe,Gruppen Union for Europa,Fractie Unie voor Europa,Gruppen Union för Europa,Klub zastupnika Unija za Europu,Skupina Unija za Evropo,Grupa Unia dla Europy,Fraktion Union für Europa,Grupul Uniunea pentru Europa,Gruppo Unione per l'Europa,Grupo União para a Europa,Grupo Unión por Europa,Groupe Union pour l'Europe,An Grúpa Comhaontais don Eoraip,Ομάδα ΄Ενωση για την Ευρώπη,Група на Съюза за Европа
http://data.europarl.europa.eu/org/group/EDD-988,1999-07-19,1999-07-19,2004-07-18,983,EDD,Group for a Europe of Democracies and Diversities,a Demokráciák és a Sokszínűség Európájanák képviselőcsoportja,fraktsioon Demokraatia ja Erinevuste Euroopa eest,Demokratian ja monimuotoisuuden Eurooppa -ryhmä,Skupina pro Evropu demokracie a rozdílností,Skupina za Európu demokracií a rozmanitostí,Frakcija už demokratines valstybes ir įvairovę Europoje,Eiropas Demokrātu un dažādo spēku grupa,Grupp ta' l-Ewropa tad-Demokraziji u d-Diversitajiet,Group for a Europe of Democracies and Diversities,Gruppen for Demokratiernes og Mangfoldighedens Europa,Fractie Europa van Democratieën in Diversiteit,Gruppen för demokratiernas och mångfaldens Europa,Klub zastupnika Europe demokracija i raznolikosti,Skupina za Evropo demokracij in različnosti,Grupa na rzecz Europy Demokracji i Różnorodności,Fraktion für das Europa der Demokratien und der Unterschiede,Grupul pentru Europa democrațiilor și a diferențelor,Gruppo per l'Europa delle democrazie e delle diversità,Grupo para a Europa das Democracias e das Diferenças,Grupo por la Europa de las Democracias y las Diferencias,Groupe pour l'Europe des démocraties et des différences,Grúpa Eoraip na nDaonlathas agus na nÉagsúlachtaí,Ομάδα για την Ευρώπη της Δημoκρατίας και της Διαφoράς,Група за Европа на демокрациите и многообразието
http://data.europarl.europa.eu/org/group/GUE-494,1989-07-19,1989-07-19,1993-01-10,973,GUE,Group for the European United Left,Az Európai Baloldali Unió Csoportja,Euroopa ühendatud vasakpoolsete fraktsioon,Euroopan yhtyneen vasemmiston ryhmä,Skupina pro Sjednocenou evropskou levici,Skupina pre Európsku zjednotenú lavicu,Europos jungtiniu kairiuju grupe,Eiropas Kreiso apvienibas grupa,Grupp ghax-Xellug Ewropew Maghqud,Group for the European United Left,Gruppen for Den Samlede Europæiske Venstrefløj,Fractie voor een Unitair Europees Links,Gruppen Europeiska enade vänstern,Klub zastupnika Europske ujedinjene ljevice,Skupina za združeno evropsko levico,Grupa Zjednoczonej Lewicy Europejskiej,Fraktion der Vereinigten Europäischen Linken,Grupul pentru Stânga Unită Europeană,Gruppo per la Sinistra Unitaria Europea,Grupo para a Esquerda Unitária Europeia,Grupo por la Izquierda Unitaria Europea,Groupe pour la Gauche Unitaire Européenne,Grúpa an Chlé Aontaithe Eorpaigh ,Ομάδα για την Ευρωπαϊκή Ενωτική Αριστερά,Група за Европейската обединена левица
http://data.europarl.europa.eu/org/group/CDI-508,1979-07-16,1979-07-16,1984-07-22,988,CDI,Group for the Technical Coordination and Defence of Independent Groups and Members,Független Csoportok és Tagok Technikai Koordinációját és Védelmét Szolgáló Csoport,Tehnilise koordinatsiooni grupp ning sõltumatute fraktsioonide ja liikmete kaitse,Itsenäisten ryhmien ja jäsenten tekninen koordinaatioryhmä,Skupiny a členové technické koordinace a obhajoby nezávislých,Skupina pre technickú koordináciu a obranu nezávislých skupín a clenov,Techninio koordinavimo ir nepriklausomu grupiu ir nariu gynimo grupe,Neatkarigo grupu un deputatu tehniskas sadarbibas un aizsardzibas grupa,Grupp ghall-Koordinazzjoni Teknika u Difiza ta’ Gruppi u Membri Indipendenti,Group for the Technical Coordination and Defence of Independent Groups and Members,Gruppen for teknisk koordinering og forsvar for uafhængige grupper og medlemmer,Fractie voor de technische coördinatie en de verdediging van de onafhankelijke groepering en leden,Gruppen för teknisk samordning och försvar av oberoende grupper och ledamöter,Klub zastupnika za tehničku koordinaciju i obranu nezavisnih skupina i zastupnika,Skupina za tehnično koordinacijo in obrambo neodvisnih skupin in poslancev,Grupa Koordynacji Technicznej i Obrony Niezaleznych Grup i Deputowanych,Fraktion für die technische Koordinierung und Verteidigung der unabhängigen Gruppen und Abgeordneten,Grupul de coordonare tehnică și apărare a grupurilor politice și parlamentarilor neafiliați,Gruppo di coordinamento tecnico e di difesa dei gruppi e dei deputati indipendenti,Grupo para a Coordenação Técnica e a Defesa de Grupos e Deputados,Grupo para la Coordinación Técnica y la Defensa de los Grupos y Diputados,Groupe de coordination technique et de défense des groupes et des parlementaires indépendents,An Grúpa um Chomhordú Teicniúil agus Cosaint Grúpaí agus Comhaltaí Neamhspleácha,Ομάδα Τεχνικού Συντονισμού και Προασπίσεως Ανεξαρτήτων Ομάδων και Βουλευτών,Група за техническа координация и охрана на групите и независимите членове на Парламента
http://data.europarl.europa.eu/org/group/DEP-500,1973-07-01,1973-07-01,1979-07-15,985,DEP,Group of European Progressive Democrats,Európai Progresszív Demokraták Csoportja,Euroopa progressiivsete demokraatide fraktsioon,Euroopan edistyksellisten demokraattien ryhmä,Skupina Evropských progresivních demokratů,Skupina Európskych pokrokových demokratov,Europos pažangiuju demokratu grupe,Eiropas Progresivo demokratu grupa,Grupp ta’ Demokratici Progressivi Ewropej,Group of European Progressive Democrats,De europæiske fremskridtsdemokraters gruppe,Fractie van Europese democraten voor de vooruitgang,Gruppen Europeiska progressiva demokrater,Klub zastupnika europskih progresivnih demokrata,Skupina Evropskih naprednih demokratov,Grupa Europejskich Postepowych Demokratów,Fraktion der Europäischen Demokraten für den Fortschritt,Grupul Democraților Europeni Progresiști,Gruppo dei democratici europei di progresso,Grupo dos Democratas Europeus para o Progresso,Grupo de los Demócratas Europeos de Progreso,Groupe des démocrates européens de progrès,Grúpa Pháirtí Daonlathach na hEorpa,Ομάδα τωv Ευρωπαίωv Πρooδευτικώv Δημoκρατώv,Група на Европейските прогресивни демократи
http://data.europarl.europa.eu/org/group/DEP-501,1979-07-16,1979-07-16,1984-07-22,979,DEP,Group of European Progressive Democrats,Európai Progresszív Demokraták Csoportja,Euroopa progressiivsete demokraatide fraktsioon,Euroopan edistyksellisten demokraattien ryhmä,Skupina Evropských progresivních demokratů,Skupina Európskych pokrokových demokratov,Europos pažangiuju demokratu grupe,Eiropas Progresivo demokratu grupa,Grupp ta’ Demokratici Progressivi Ewropej,Group of European Progressive Democrats,De europæiske fremskridsdemokraters gruppe,Fractie van Europese democraten voor de vooruitgang,Gruppen Europeiska progressiva demokrater,Klub zastupnika europskih progresivnih demokrata,Skupina Evropskih naprednih demokratov,Grupa Europejskich Postepowych Demokratów,Fraktion der Europäischen Demokraten für den Fortschritt,Grupul Democraților europeni progresiști,Gruppo dei democratici europei di progresso,Grupo dos Democratas Europeus para o Progresso,Grupo de los Demócratas Europeos de Progreso,Groupe des démocrates européens de progrès,Grúpa Pháirtí Daonlathach na hEorpa,Ομάδα τωv Ευρωπαίωv Δημoκρατώv Πρoόδου,Група на Европейските прогресивни демократи
http://data.europarl.europa.eu/org/group/I-EDN-518,1997-01-12,1997-01-12,1999-07-18,985,I-EDN,Group of Independents for a Europe of Nations,Függetlenek Csoportja a Nemzetek Európájáért,Sõltumatute “Rahvusriikide Euroopa” fraktsioon,Riippumattomat kansakuntien Euroopan puolesta -ryhmä,Skupina Nezávislí pro Evropu národů,Skupina Nezávislých za Európu národov,Nepriklausomuju grupe už tautu Europa,Neatkarigo grupa Naciju Eiropai,Grupp ta’ Indipendenti ghall-Ewropa tan-Nazzjonijiet,Group of Independents for a Europe of Nations,Gruppen af Uafhængige for Nationernes Europa,Fractie van onafhankelijken voor het Europa van de Nationale Staten,Gruppen Oberoende för Nationernas Europa,Klub nezavisnih zastupnika za Europu naroda,Skupina neodvisnih za Evropo narodov,Grupa Niezaleznych na rzecz Europy Narodów,Fraktion der Unabhängigen für das Europa der Nationen,Grupul Neafiliaților pentru Europa Națiunilor,Gruppo dei deputati indipendenti per l'Europa delle nazioni,Grupo dos Independentes pela Europa das Nações,Grupo de Independientes por la Europa de las Naciones,Groupe des Indépendants pour l'Europe des Nations,An Grúpa Neamhspleách d'Eoraip na Náisiún,Ομάδα των Ανεξαρτήτων για την Ευρώπη των Εθνών,Група на независимите за Европа на нациите
http://data.europarl.europa.eu/org/group/ALDE-1550,2004-07-19,2004-07-19,2009-07-12,90099,ALDE,Group of the Alliance of Liberals and Democrats for Europe,Liberálisok és Demokraták Szövetsége Európáért Képviselőcsoport,Euroopa Demokraatide ja Liberaalide Liidu fraktsioon,Euroopan liberaalidemokraattien liiton ryhmä,Skupina Aliance liberálů a demokratů pro Evropu,Skupina Aliancie liberálov a demokratov za Európu,Liberalų ir demokratų aljanso už Europą frakcija,Eiropas Liberāļu un demokrātu apvienības grupa,Grupp ta' l-Alleanza tal-Liberali u d-Demokratiċi għall-Ewropa,Group of the Alliance of Liberals and Democrats for Europe,Gruppen Alliancen af Liberale og Demokrater for Europa,Alliantie van Liberalen en Democraten voor Europa fractie,Gruppen Alliansen liberaler och demokrater för Europa,Klub zastupnika Saveza liberala i demokrata za Europu,Skupina zavezništva liberalcev in demokratov za Evropo,Grupa Porozumienia Liberałów i Demokratów na rzecz Europy,Fraktion der Allianz der Liberalen und Demokraten für Europa,Grupul Alianței Liberalilor și Democraților pentru Europa,Gruppo dell'Alleanza dei Democratici e dei Liberali per l'Europa,Grupo da Aliança dos Democratas e Liberais pela Europa,Grupo de la Alianza de los Demócratas y Liberales por Europa,Groupe Alliance des démocrates et des libéraux pour l'Europe,Grúpa Chomhghuaillíocht na Liobarálaithe agus na nDaonlathaithe don Eoraip,Ομάδα της Συμμαχίας Φιλελευθέρων και Δημοκρατών για την Ευρώπη,Група на Алианса на либералите и демократите за Европа
http://data.europarl.europa.eu/org/group/ALDE-2966,2009-07-13,2009-07-13,2014-06-29,91699,ALDE,Group of the Alliance of Liberals and Democrats for Europe,a Liberálisok és Demokraták Szövetsége Európáért képviselőcsoport,Euroopa Demokraatide ja Liberaalide Liidu fraktsioon,Euroopan liberaalidemokraattien liiton ryhmä,Skupina Aliance liberálů a demokratů pro Evropu,Skupina Aliancie liberálov a demokratov za Európu,Liberalų ir demokratų aljanso už Europą frakcija,Eiropas Liberāļu un demokrātu apvienības grupa,Grupp ta' l-Alleanza tal-Liberali u d-Demokratiċi għall-Ewropa,Group of the Alliance of Liberals and Democrats for Europe,Gruppen Alliancen af Liberale og Demokrater for Europa,Fractie Alliantie van Liberalen en Democraten voor Europa,Gruppen Alliansen liberaler och demokrater för Europa,Klub zastupnika Saveza liberala i demokrata za Europu,Skupina Zavezništva liberalcev in demokratov za Evropo,Grupa Porozumienia Liberałów i Demokratów na rzecz Europy,Fraktion der Allianz der Liberalen und Demokraten für Europa,Grupul Alianței Liberalilor și Democraților pentru Europa,Gruppo dell'Alleanza dei Democratici e dei Liberali per l'Europa,Grupo da Aliança dos Democratas e Liberais pela Europa,Grupo de la Alianza de los Demócratas y Liberales por Europa,Groupe Alliance des démocrates et des libéraux pour l'Europe,Grúpa Chomhghuaillíocht na Liobarálaithe agus na nDaonlathaithe don Eoraip,Ομάδα της Συμμαχίας Φιλελευθέρων και Δημοκρατών για την Ευρώπη,Група на Алианса на либералите и демократите за Европа
http://data.europarl.europa.eu/org/group/ALDE-4283,2014-06-30,2014-06-30,2019-06-30,93099,ALDE,Group of the Alliance of Liberals and Democrats for Europe,Liberálisok és Demokraták Szövetsége Európáért képviselőcsoport,Euroopa Demokraatide ja Liberaalide Liidu fraktsioon,Euroopan liberaalidemokraattien liiton ryhmä,Skupina Aliance liberálů a demokratů pro Evropu,Skupina Aliancie liberálov a demokratov za Európu,Liberalų ir demokratų aljanso už Europą frakcija,Eiropas Liberāļu un demokrātu apvienības grupa,Grupp ta' l-Alleanza tal-Liberali u d-Demokratiċi għall-Ewropa,Group of the Alliance of Liberals and Democrats for Europe,Gruppen Alliancen af Liberale og Demokrater for Europa,Fractie Alliantie van Liberalen en Democraten voor Europa,Gruppen Alliansen liberaler och demokrater för Europa,Klub zastupnika Saveza liberala i demokrata za Europu,Skupina Zavezništva liberalcev in demokratov za Evropo,Grupa Porozumienia Liberałów i Demokratów na rzecz Europy,Fraktion der Allianz der Liberalen und Demokraten für Europa,Grupul Alianței Liberalilor și Democraților pentru Europa,Gruppo dell'Alleanza dei Democratici e dei Liberali per l'Europa,Grupo da Aliança dos Democratas e Liberais pela Europa,Grupo de la Alianza de los Demócratas y Liberales por Europa,Groupe Alliance des démocrates et des libéraux pour l'Europe,Grúpa Chomhghuaillíocht na Liobarálaithe agus na nDaonlathaithe don Eoraip,Ομάδα της Συμμαχίας Φιλελευθέρων και Δημοκρατών για την Ευρώπη,Група на Алианса на либералите и демократите за Европа
http://data.europarl.europa.eu/org/group/RDE-489,1984-07-22,1984-07-22,1995-07-03,1000,RDE,Group of the European Democratic Alliance,Az Európai Demokrata Szövetség Csoportja,Euroopa demokraatide liidu fraktsioon,Euroopan demokraattien yhteistyöryhmä,Skupina evropské demokratické levice,Skupina Európskej demokratickej aliancie,Europos demokratinio aljanso grupe,Eiropas Demokratu alianses grupa,Grupp ta’ l-Alleanza Demokratika Ewropea,Group of the European Democratic Alliance,Gruppen Europæisk Demokratisk Alliance,Fractie van verenigde Europese democraten,Gruppen Europeiska demokratiska alliansen,Klub zastupnika Europskog demokratskog saveza,Skupina Evropske demokratske zveze,Grupa Europejskiego Sojuszu Demokratycznego,Fraktion der Sammlungsbewegung der Europäischen Demokraten,Grupul Adunării Democraților Europeni,Gruppo dell'Alleanza democratica europea,Grupo da Aliança dos Democratas Europeus,Grupo de Alianza Democrática Europea,Groupe du rassemblement des démocrates européens,Grúpa Chomhaontas Daonlathach na hEorpa,Ομάδα Συνασπισμού των Ευρωπαίων Δημοκρατών,Група на Европейския демократичен алианс
http://data.europarl.europa.eu/org/group/ELDR-515,1994-07-18,1994-07-18,2004-07-18,934,ELDR,"Group of the European Liberal, Democrat and Reform Party","az Európai Liberális, Demokrata és Reformpárt képviselőcsoportja","Euroopa Liberaalide, Demokraatide ja Reformistide Erakonna fraktsioon",Euroopan liberaali- ja demokraattipuolueen ryhmä,"Skupina Evropské liberální, demokratické a reformní strany","Skupina Európskej liberálnej, demokratickej a reformnej strany","Europos liberalų, demokratų ir reformų partijos frakcija",Eiropas Liberāli demokrātiskā reformistu partijas grupa,"Grupp tal-Partit Liberali, Demokratiku u Riformista","Group of the European Liberal, Democrat and Reform Party",Det Europæiske Liberale og Demokratiske Partis Gruppe,Fractie van de Europese Liberale en Democratische Partij,"Europeiska liberala, demokratiska och reformistiska partiets grupp","Klub zastupnika Europske liberalne, demokratske i reformne stranke","Skupina Evropske liberalne, demokratske in reformistične stranke",Grupa Europejskiej Liberalno-Demokratycznej Partii Reform,Fraktion der Liberalen und Demokratischen Partei Europas,"Greupul Partidului European al Liberalilor, Democraților și Reformatorilor","Gruppo del Partito europeo dei liberali, democratici e riformatori","Grupo do Partido Europeu dos Liberais, Democratas e Reformistas","Grupo del Partido Europeo de los Liberales, Demócratas y Reformistas","Groupe du Parti européen des libéraux, démocrates et réformateurs",Grúpa Pháirtí Liobrálach Daonlathach agus Athchóirithe na hEorpa ,"Ομάδα του Ευρωπαϊκού Κόμματος των Φιλελευθέρων, Δημοκρατών και Μεταρρυθμιστών","Група на Европейската либерална, демократична и реформистка партия"
http://data.europarl.europa.eu/org/group/PPE-2952,2009-07-13,2009-07-13,2014-06-29,72699,PPE,Group of the European People's Party (Christian Democrats),Európai Néppárt (Kereszténydemokraták) képviselőcsoport,Euroopa Rahvapartei (kristlike demokraatide) fraktsioon,Euroopan kansanpuolueen ryhmä (kristillisdemokraatit),Poslanecký klub Evropské lidové strany (Křesťanských demokratů),Poslanecký klub Európskej ľudovej strany (Kresťanských demokratov),Europos liaudies partijos (krikščionių demokratų) grupė,Eiropas Tautas partijas (Kristīgie demokrāti) grupa,Grupp tal-Partit Popolari Ewropew (Demokristjani),Group of the European People's Party (Christian Democrats),Det Europæiske Folkepartis Gruppe (Kristelige Demokrater),Fractie van de Europese Volkspartij (christendemocraten),Group of the European People's Party (Christian Democrats),Klub zastupnika Europske pučke stranke (kršćanski demokrati),Poslanska skupina Evropske ljudske stranke (Krščanskih demokratov),Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci),Fraktion der Europäischen Volkspartei (Christdemokraten),Grupul Partidului Popular European (Creștin Democrat),Gruppo del Partito Popolare Europeo (Democratici-Cristiani),Grupo do Partido Popular Europeu (Democratas-Cristãos),Grupo del Partido Popular Europeo (Demócrata-Cristianos),Groupe du Parti Populaire Européen (Démocrates-Chrétiens),Grúpa Pháirtí an Phobail Eorpaigh (Na Daonlathaithe Críostaí),Κoιvoβoυλευτική Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες),Група на Европейската народна партия (Християндемократи)
http://data.europarl.europa.eu/org/group/PPE-4273,2014-06-30,2014-06-30,2019-06-30,78399,PPE,Group of the European People's Party (Christian Democrats),Európai Néppárt (Kereszténydemokraták) képviselőcsoport,Euroopa Rahvapartei (kristlike demokraatide) fraktsioon,Euroopan kansanpuolueen ryhmä (kristillisdemokraatit),Poslanecký klub Evropské lidové strany (Křesťanských demokratů),Poslanecký klub Európskej ľudovej strany (Kresťanských demokratov),Europos liaudies partijos (krikščionių demokratų) frakcija,Eiropas Tautas partijas (Kristīgie demokrāti) grupa,Grupp tal-Partit Popolari Ewropew (Demokristjani),Group of the European People's Party (Christian Democrats),Det Europæiske Folkepartis Gruppe (Kristelige Demokrater),Fractie van de Europese Volkspartij (christendemocraten),Group of the European People's Party (Christian Democrats),Klub zastupnika Europske pučke stranke (kršćanski demokrati),Poslanska skupina Evropske ljudske stranke (Krščanskih demokratov),Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci),Fraktion der Europäischen Volkspartei (Christdemokraten),Grupul Partidului Popular European (Creștin Democrat),Gruppo del Partito popolare europeo (Democratici cristiani),Grupo do Partido Popular Europeu (Democratas-Cristãos),Grupo del Partido Popular Europeo (Demócrata-Cristianos),Groupe du Parti populaire européen (Démocrates-Chrétiens),Grúpa Pháirtí an Phobail Eorpaigh (Na Daonlathaithe Críostaí),Κoιvoβoυλευτική Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες),Група на Европейската народна партия (Християндемократи)
http://data.europarl.europa.eu/org/group/PPE-5153,2019-07-01,2019-07-01,2099-12-30,81299,PPE,Group of the European People's Party (Christian Democrats),Európai Néppárt (Kereszténydemokraták) képviselőcsoport,Euroopa Rahvapartei (kristlike demokraatide) fraktsioon,Euroopan kansanpuolueen ryhmä (kristillisdemokraatit),poslanecký klub Evropské lidové strany (Křesťanských demokratů),Poslanecký klub Európskej ľudovej strany (Kresťanských demokratov),Europos liaudies partijos (krikščionių demokratų) frakcija,Eiropas Tautas partijas (Kristīgie demokrāti) grupa,Grupp tal-Partit Popolari Ewropew (Demokristjani),Group of the European People's Party (Christian Democrats),Det Europæiske Folkepartis Gruppe (Kristelige Demokrater),Fractie van de Europese Volkspartij (christendemocraten),Group of the European People's Party (Christian Democrats),Klub zastupnika Europske pučke stranke (kršćanski demokrati),Poslanska skupina Evropske ljudske stranke (Krščanskih demokratov),Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci),Fraktion der Europäischen Volkspartei (Christdemokraten),Grupul Partidului Popular European (Creștin Democrat),Gruppo del Partito popolare europeo (Democratici cristiani),Grupo do Partido Popular Europeu (Democratas-Cristãos),Grupo del Partido Popular Europeo (Demócrata-Cristianos),Groupe du Parti populaire européen (Démocrates-Chrétiens),Grúpa Pháirtí an Phobail Eorpaigh (Na Daonlathaithe Críostaí),Ομάδα του Ευρωπαϊκού Λαϊκού Κόμματος (Χριστιανοδημοκράτες),Група на Европейската народна партия (Християндемократи)
