uri,activatedDate,startDate,endDate,orderNumber,notation,label,preferred_label_hu,preferred_label_et,preferred_label_fi,preferred_label_cs,preferred_label_sk,preferred_label_lt,preferred_label_lv,preferred_label_mt,preferred_label_en,preferred_label_da,preferred_label_nl,preferred_label_sv,preferred_label_hr,preferred_label_sl,preferred_label_pl,preferred_label_de,preferred_label_ro,preferred_label_it,preferred_label_pt,preferred_label_es,preferred_label_fr,preferred_label_ga,preferred_label_el,preferred_label_bg
http://data.europarl.europa.eu/org/group/PPE-DE-994,1999-07-19,1999-07-19,2004-07-18,706,PPE-DE,Group of the European People's Party (Christian Democrats) and European Democrats,az Európai Néppárt (Kereszténydemokraták) és Európai Demokraták képviselőcsoportja,Euroopa Rahvaerakonna (Kristlike Demokraatide) ja Euroopa Demokraatide fraktsioon,Euroopan kansanpuolueen (kristillisdemokraatit) ja Euroopan demokraattien ryhmä,Skupina Evropské lidové strany (Křesťanských demokratů) a Evropských demokratů,Skupina Európskej ľudovej strany (kresťanských demokratov) a Európskych demokratov,Europos liaudies partijos (krikščionių demokratų) ir Europos demokratų frakcija,Eiropas Tautas partijas (Kristīgo demokrātu) un Eiropas Demokrātu grupa,Grupp tal-Partit Popolari Ewropew (Demokristjani) u Demokratiċi Ewropej,Group of the European People's Party (Christian Democrats) and European Democrats,Gruppen for Det Europæiske Folkeparti (Kristelige Demokrater) og De Europæiske Demokrater,Fractie van de Europese Volkspartij (Christendemocraten) en Europese Democraten,Gruppen för Europeiska folkpartiet (kristdemokrater) och Europademokraterna,Klub zastupnika Europske pučke stranke (kršćanski demokrati) i Europskih demokrata,Skupina Evropske ljudske stranke (krščanski demokrati) in Evropskih demokratov,Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci) i Europejskich Demokratów,Fraktion der Europäischen Volkspartei (Christdemokraten) und europäischer Demokraten,Grupul Partidului Popular European (Creștin-Democrat) și al Democraților Europeni,Gruppo del Partito popolare europeo (Democratico-cristiano) e Democratici europei,Grupo do Partido Popular Europeu (Democrata-Cristão) e Democratas Europeus,Grupo del Partido Popular Europeo (Demócrata-Cristianos) y Demócratas Europeos,Groupe du Parti populaire européen (Démocrates-Chrétiens) et Démocrates européens,Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí) agus na nDaonlathaithe Eorpacha,Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες) και των Ευρωπαίωv Δημoκρατώv,Група на Европейската народна партия (Християндемократи) и Европейските демократи
http://data.europarl.europa.eu/org/group/PPE-DE-1533,2004-07-19,2004-07-19,2009-07-12,71199,PPE-DE,Group of the European People's Party (Christian Democrats) and European Democrats,az Európai Néppárt (Kereszténydemokraták) és az Európai Demokraták Képviselőcsoportja,Euroopa Rahvapartei (Kristlike Demokraatide) ja Euroopa Demokraatide fraktsioon,Euroopan kansanpuolueen (kristillisdemokraatit) ja Euroopan demokraattien ryhmä,Skupina Evropské lidové strany (Křesťanských demokratů) a Evropských demokratů,Skupina Európskej ľudovej strany (kresťanských demokratov) a Európskych demokratov,Europos liaudies partijos (krikščionių demokratų) ir Europos demokratų frakcija,Eiropas Tautas Partijas (Kristīgo demokrātu) un Eiropas Demokrātu grupa,Grupp tal-Partit Popolari Ewropew (Demokristjani) u Demokratiċi Ewropej,Group of the European People's Party (Christian Democrats) and European Democrats,Gruppen for Det Europæiske Folkeparti (Kristelige Demokrater) og De Europæiske Demokrater,Fractie van de Europese Volkspartij (Christen-democraten) en Europese Democraten,Gruppen för Europeiska folkpartiet (kristdemokrater) och Europademokrater,Klub zastupnika Europske pučke stranke (kršćanski demokrati) i Europskih demokrata,Skupina Evropske ljudske stranke (Krščanskih demokratov) in Evropskih demokratov,Grupa Europejskiej Partii Ludowej (Chrześcijańscy Demokraci) i Europejskich Demokratów,Fraktion der Europäischen Volkspartei (Christdemokraten) und europäischer Demokraten,Grupul Partidului Popular European (Creștin-Democrat) și al Democraților Europeni,Gruppo del Partito popolare europeo (Democratici-cristiani) e dei Democratici europei,Grupo do Partido Popular Europeu (Democratas-Cristãos) e dos Democratas Europeus,Grupo del Partido Popular Europeo (Demócrata-Cristianos) y de los Demócratas Europeos,Groupe du Parti populaire européen (Démocrates-chrétiens) et des Démocrates européens,Grúpa Pháirtí an Phobail Eorpaigh (Na Daonlathaithe Críostaí) agus na nDaonlathaithe Eorpacha,Ομάδα τoυ Ευρωπαϊκoύ Λαϊκoύ Κόμματoς (Χριστιαvoδημoκράτες) και των Ευρωπαίωv Δημoκρατώv,Група на Европейската народна партия (Християндемократи) и Европейските демократи
http://data.europarl.europa.eu/org/group/PPE-484,1979-07-16,1979-07-16,1994-07-17,830,PPE,Group of the European People's Party (Christian-Democratic Group),Az Európai Néppárt Csoportja (Kereszténydemokrata Csoport),Euroopa rahvapartei fraktsioon (kristlik-demokraatide fraktsioon),Euroopan kansanpuolueen ryhmä (kristillis-demokraattinen puolueryhmä),Skupina Evropské lidové strany (Skupina křesťanské demokracie),Skupina Európskej ludovej strany (Krestansko-demokratická skupina),Europos liaudies partijos grupe (Krikšcioniu demokratu grupe),Eiropas Tautas Partijas grupa (Kristigo demokratu grupa),Grupp tal-Partit Popolari Ewropew (Grupp Demokratiku-Kristjan),Group of the European People's Party (Christian-Democratic Group),Det Europæiske Folkepartis Gruppe (Den Kristelig-Demokratiske Gruppe),Fractie van de Europese Volkspartij (Christen-democratische Fractie),Europeiska folkpartiets grupp (Kristdemokratiska gruppen),Klub zastupnika Europske pučke stranke (Kršćansko-demokratski klub zastupnika),Skupina Evropske ljudske stranke (skupina krščanskih demokratov),Grupa Europejskiej Partii Ludowej (Chrzescijanscy Demokraci),Fraktion der Europäischen Volkspartei (Christlich-demokratische Fraktion),Grupul Partidului Popular European (Grupul Creștin-Democrat),Gruppo del partito popolare europeo (Gruppo democratico cristiano),Grupo do Partido Popular Europeu (Grupo Democrata-Cristão),Grupo del Partido Popular Europeo (Grupo Demócrata Cristiano),Groupe du parti populaire européen (Groupe démocrate-chrétien),Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí) ,Ομάδα του Ευρωπαϊκού Λαϊκού Κόμματος (Χριστιανοδημοκράτες),Група на Европейската народна партия (Група на християндемократите)
http://data.europarl.europa.eu/org/group/PPE-514,1994-07-18,1994-07-18,1999-07-18,802,PPE,Group of the European People's Party (Christian-Democratic Group),Az Európai Néppárt Csoportja (Kereszténydemokrata Csoport),Euroopa rahvapartei fraktsioon (kristlik-demokraatide fraktsioon),Euroopan kansanpuolueen ryhmä (kristillis-demokraattinen puolueryhmä),Skupina Evropské lidové strany (Skupina křesťanské demokracie),Skupina Európska ludová strana (Krestansko-demokratická skupina),Europos liaudies partijos grupe (Krikšcioniu demokratu grupe),Eiropas Tautas Partijas grupa (Kristigo demokratu grupa),Grupp tal-Partit Popolari Ewropew (Grupp Demokratiku-Kristjan),Group of the European People's Party (Christian-Democratic Group),Det Europæiske Folkepartis Gruppe (Den Kristelig-Demokratiske Gruppe),Fractie van de Europese Volkspartij (Christen-democratische Fractie),Europeiska folkpartiets grupp (Kristdemokratiska gruppen),Klub zastupnika Europske pučke stranke (Kršćansko-demokratski klub zastupnika),Skupina Evropske ljudske stranke (skupina krščanskih demokratov),Grupa Europejskiej Partii Ludowej (Chrzescijanscy Demokraci),Fraktion der Europäischen Volkspartei (Christlich-demokratische Fraktion),Grupul Partidului Popular European (Grupul Creștin-Democrat),Gruppo del partito popolare europeo (Gruppo democratico cristiano),Grupo do Partido Popular Europeu (Grupo Democrata-Cristão),Grupo del Partido Popular Europeo (Grupo Demócrata Cristiano),Groupe du parti populaire européen (Groupe démocrate-chrétien),Grúpa Pháirtí an Phobail Eorpaigh (Grúpa na nDaonlathaithe Críostaí) ,Ομάδα του Ευρωπαϊκού Λαϊκού Κόμματος (Χριστιανοδημοκράτες),Група на Европейската народна партия (Група на християндемократите)
http://data.europarl.europa.eu/org/group/ARE-512,1994-07-18,1994-07-18,1999-07-18,979,ARE,Group of the European Radical Alliance,Az Európai Radikális Szövetség Csoportja,Euroopa radikaalide liidu fraktsioon,Euroopan radikaaliallianssin ryhmä,Skupina evropské radikální aliance,Skupina Európska radikálna aliancia,Europos radikaliuju aljanso grupe,Eiropas Radikalu alianses grupa,Grupp ta’ l-Alleanza Demokratika Ewropea,Group of the European Radical Alliance,Gruppen Europæisk Radikal Alliance,Fractie Europese Radicale Alliantie,Gruppen Europeiska radikala alliansen,Klub zastupnika Europskog radikalnog saveza,Skupina Evropske radikalne zveze,Grupa Europejskiego Sojuszu Radykalnego,Fraktion der Radikalen Europäischen Allianz,Grupul Alianței Radicale Europene,Gruppo dell'Alleanza radicale europea,Grupo da Aliança Radical Europeia,Grupo de Coalición Radical Europea,Groupe de l'Alliance radicale européenne,Grúpa Chomhaontas Radacach na hEorpa,Ομάδα της Ευρωπαϊκής Ριζοσπαστικής Συμμαχίας,Група на Европейския радикален алианс
http://data.europarl.europa.eu/org/group/DR-507,1984-07-23,1984-07-23,1989-07-23,984,DR,Group of the European Right,Az Európai Jobboldal Csoportja,Euroopa parempoolsete fraktsioon,Euroopan oikeistopuolueen ryhmä,Skupina Evropské pravice,Skupina Európskej pravice,Europos dešiniuju grupe,Eiropas tiesibu grupa,Grupp tal-Lemin Ewropew,Group of the European Right,De Europæiske Højrepqrtiers Gruppe,Europese Rechtse Fractie,Gruppen Europeiska högern,Klub zastupnika europske desnice,Skupina evropske desnice,Grupa Prawicy Europejskiej,Fraktion der Europäischen Rechten,Grupul liniilor europene,Gruppo delle destre europee,Grupo das Direitas Europeias,Grupo de Derechas Europeas,Groupe des droites européennes,Grúpa Eite Dheis na hEorpa,Ομάδα των Κομμάτων της Ευρωπαϊκής Δεξιάς,Група на Европейската десница
http://data.europarl.europa.eu/org/group/GUE/NGL-5151,2019-07-01,2019-07-01,2099-12-30,96099,GUE/NGL,Group of the European United Left - Nordic Green Left,Egységes Európai Baloldal/Északi Zöld Baloldal képviselőcsoport,Euroopa Ühendatud Vasakpoolsete / Põhjamaade Roheliste Vasakpoolsete fraktsioon,Euroopan yhtyneen vasemmiston ryhmä/Pohjoismaiden vihreä vasemmisto,skupina Evropské sjednocené levice a Severské zelené levice,Skupina Európskej zjednotenej ľavice – Severskej zelenej ľavice,Europos vieningųjų kairiųjų frakcija / Šiaurės šalių žalieji kairieji,Eiropas Apvienotā kreiso un Ziemeļvalstu Zaļo kreiso spēku grupa,Grupp tax-Xellug Magħqud Ewropew - Xellug Aħdar Nordiku,Group of the European United Left - Nordic Green Left,Den Europæiske Venstrefløjs Fællesgruppe/Nordisk Grønne Venstre,Fractie Europees Unitair Links/Noords Groen Links,Gruppen Europeiska enade vänstern/Nordisk grön vänster,Klub zastupnika Ujedinjene europske ljevice i Nordijske zelene ljevice,Skupina Evropske združene levice - Zelene nordijske levice,Grupa Zjednoczonej Lewicy Europejskiej / Nordycka Zielona Lewica,Fraktion der Vereinigten Europäischen Linken/Nordische Grüne Linke,Grupul Stângii Unite Europene/Stânga Verde Nordică,Gruppo della Sinistra unitaria europea/Sinistra verde nordica,Grupo da Esquerda Unitária Europeia/Esquerda Nórdica Verde,Grupo de la Izquierda Unitaria Europea/Izquierda Verde Nórdica,Groupe de la Gauche unitaire européenne/Gauche verte nordique,An Grúpa den Chlé Aontaithe Eorpach/den Chlé Ghlas Nordach,Ομάδα της Ευρωπαϊκής Ενωτικής Αριστεράς/Αριστερά των Πρασίνων των Βορείων Χωρών,Група на Европейската обединена левица - Северна зелена левица
http://data.europarl.europa.eu/org/group/Verts/ALE-991,1999-07-19,1999-07-19,2004-07-18,953,Verts/ALE,Group of the Greens/European Free Alliance,a Zöldek/Európai Szabad Szövetség képviselőcsoportja,Roheliste/Euroopa Vabaliidu fraktsioon,Vihreät / Euroopan vapaa allianssi -ryhmä,Skupina Zelených/Evropské svobodné aliance,Skupina Zelených/Európska slobodná aliancia,Žaliųjų frakcija/Europos laisvasis aljansas,Zaļo un Eiropas Brīvās apvienības grupa,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea,Group of the Greens/European Free Alliance,Gruppen De Grønne/Den Europæiske Fri Alliance,Fractie De Groenen/Vrije Europese Alliantie,Gruppen De gröna/Europeiska fria alliansen,Klub zastupnika Zelenih/Europskog slobodnog saveza,Skupina Zelenih/Evropske svobodne zveze,Grupa Zielonych / Wolne Przymierze Europejskie,Fraktion der Grünen / Freie Europäische Allianz,Grupul Verzilor/Alianța Liberă Europeană,Gruppo Verde/Alleanza libera europea,Grupo dos Verdes/Aliança Livre Europeia,Grupo de los Verdes/Alianza Libre Europea,Groupe des Verts/Alliance libre européenne,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí,Ομάδα τωv Πρασίvωv / Ευρωπαϊκή Ελεύθερη Συμμαχία,Група на Зелените/Европейски свободен алианс
http://data.europarl.europa.eu/org/group/Verts/ALE-1538,2004-07-19,2004-07-19,2009-07-12,95700,Verts/ALE,Group of the Greens/European Free Alliance,a Zöldek/ az Európai Szabad Szövetség Képviselőcsoportja,Roheliste / Euroopa Vabaliidu fraktsioon,Vihreät / Euroopan vapaa allianssi -ryhmä,Skupina Zelených/Evropské svobodné aliance,Skupina zelených/Európska slobodná aliancia,Žaliųjų frakcija/Europos laisvasis aljansas,Zaļo un Eiropas Brīvās apvienības grupa,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea,Group of the Greens/European Free Alliance,Gruppen De Grønne/Den Europæiske Fri Alliance,Fractie De Groenen/Vrije Europese Alliantie,Gruppen De gröna/Europeiska fria alliansen,Klub zastupnika Zelenih/Europskog slobodnog saveza,Skupina Zelenih/Evropske svobodne zveze,Grupa Zielonych / Wolne Przymierze Europejskie,Fraktion der Grünen / Freie Europäische Allianz,Grupul Verzilor/Alianța Liberă Europeană,Gruppo Verde/Alleanza libera europea,Grupo dos Verdes/Aliança Livre Europeia,Grupo de los Verdes/Alianza Libre Europea,Groupe des Verts/Alliance libre européenne,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí,Ομάδα τωv Πρασίvωv / Ευρωπαϊκή Ελεύθερη Συμμαχία,Група на Зелените/Европейски свободен алианс
http://data.europarl.europa.eu/org/group/Verts/ALE-2965,2009-07-13,2009-07-13,2014-06-29,94299,Verts/ALE,Group of the Greens/European Free Alliance,a Zöldek/ az Európai Szabad Szövetség Képviselőcsoportja,Roheliste / Euroopa Vabaliidu fraktsioon,Vihreät / Euroopan vapaa allianssi -ryhmä,Skupina Zelených/Evropské svobodné aliance,Skupina zelených/Európska slobodná aliancia,Žaliųjų frakcija/Europos laisvasis aljansas,Zaļo un Eiropas Brīvās apvienības grupa,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea,Group of the Greens/European Free Alliance,Gruppen De Grønne/Den Europæiske Fri Alliance,Fractie De Groenen/Vrije Europese Alliantie,Gruppen De gröna/Europeiska fria alliansen,Klub zastupnika Zelenih/Europskog slobodnog saveza,Skupina Zelenih/Evropske svobodne zveze,Grupa Zielonych / Wolne Przymierze Europejskie,Fraktion der Grünen / Freie Europäische Allianz,Grupul Verzilor/Alianța Liberă Europeană,Gruppo Verde/Alleanza libera europea,Grupo dos Verdes/Aliança Livre Europeia,Grupo de los Verdes/Alianza Libre Europea,Groupe des Verts/Alliance libre européenne,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí,Ομάδα τωv Πρασίvωv / Ευρωπαϊκή Ελεύθερη Συμμαχία,Група на Зелените/Европейски свободен алианс
http://data.europarl.europa.eu/org/group/Verts/ALE-4285,2014-06-30,2014-06-30,2019-06-30,94799,Verts/ALE,Group of the Greens/European Free Alliance,Zöldek/Európai Szabad Szövetség képviselőcsoport,Roheliste / Euroopa Vabaliidu fraktsioon,Vihreät / Euroopan vapaa allianssi -ryhmä,Skupina Zelených/Evropské svobodné aliance,Skupina zelených/Európska slobodná aliancia,Žaliųjų frakcija/Europos laisvasis aljansas,Zaļo un Eiropas Brīvās apvienības grupa,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea,Group of the Greens/European Free Alliance,Gruppen De Grønne/Den Europæiske Fri Alliance,Fractie De Groenen/Vrije Europese Alliantie,Gruppen De gröna/Europeiska fria alliansen,Klub zastupnika Zelenih/Europskog slobodnog saveza,Skupina Zelenih/Evropske svobodne zveze,Grupa Zielonych / Wolne Przymierze Europejskie,Fraktion der Grünen / Freie Europäische Allianz,Grupul Verzilor/Alianța Liberă Europeană,Gruppo dei Verdi/Alleanza libera europea,Grupo dos Verdes/Aliança Livre Europeia,Grupo de los Verdes/Alianza Libre Europea,Groupe des Verts/Alliance libre européenne,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí,Ομάδα τωv Πρασίvωv / Ευρωπαϊκή Ελεύθερη Συμμαχία,Група на Зелените/Европейски свободен алианс
http://data.europarl.europa.eu/org/group/Verts/ALE-5155,2019-07-01,2019-07-01,2099-12-30,93199,Verts/ALE,Group of the Greens/European Free Alliance,Zöldek/Európai Szabad Szövetség képviselőcsoport,Roheliste / Euroopa Vabaliidu fraktsioon,Vihreät / Euroopan vapaa allianssi -ryhmä,skupina Zelených / Evropské svobodné aliance,Skupina zelených/Európska slobodná aliancia,Žaliųjų frakcija/Europos laisvasis aljansas,Zaļo un Eiropas Brīvās apvienības grupa,Grupp tal-Ħodor/Alleanza Ħielsa Ewropea,Group of the Greens/European Free Alliance,Gruppen De Grønne/Den Europæiske Fri Alliance,Fractie De Groenen/Vrije Europese Alliantie,Gruppen De gröna/Europeiska fria alliansen,Klub zastupnika Zelenih/Europskog slobodnog saveza,Skupina Zelenih/Evropske svobodne zveze,Grupa Zielonych / Wolne Przymierze Europejskie,Fraktion der Grünen / Freie Europäische Allianz,Grupul Verzilor/Alianța Liberă Europeană,Gruppo dei Verdi/Alleanza libera europea,Grupo dos Verdes/Aliança Livre Europeia,Grupo de los Verdes/Alianza Libre Europea,Groupe des Verts/Alliance libre européenne,An Grúpa Glas/Grúpa na Saor-Comhghuaillíochta Eorpaí,Ομάδα των Πρασίνων / Ευρωπαϊκή Ελεύθερη Συμμαχία,Група на Зелените/Европейски свободен алианс
http://data.europarl.europa.eu/org/group/PSE-509,1993-04-20,1993-04-20,2004-07-18,768,PSE,Group of the Party of European Socialists,az Európai Szocialisták Pártjának képviselőcsoportja,Euroopa Sotsialistide Erakonna fraktsioon,Euroopan sosiaalidemokraattisen puolueen ryhmä,Skupina Strany Evropských socialistů,Skupina Strany európskych socialistov,Europos socialistų partijos frakcija,Eiropas Sociālistu partijas grupa,Grupp tal-Partit tas-Soċjalisti Ewropej,Group of the Party of European Socialists,De Europæiske Socialdemokraters Gruppe,Fractie van de Partij van de Europese Sociaal-democraten,Europeiska socialdemokratiska partiets grupp,Klub zastupnika Stranke europskih socijalista,Skupina Stranke evropskih socialistov,Grupa Partii Europejskich Socjaldemokratów,Fraktion der Sozialdemokratischen Partei Europas,Grupul Parlamentar al Paridului Socialist European,Gruppo del Partito del socialismo europeo,Grupo do Partido dos Socialistas Europeus,Grupo Parlamentario del Partido Socialista Europeo,Groupe parlementaire du Parti socialiste européen,Grúpa Pháirtí na Sóisialaithe Eorpacha,Ομάδα του Ευρωπαϊκού Σοσιαλιστικού Κόμματος,Група на Партията на европейските социалисти
http://data.europarl.europa.eu/org/group/S&amp;D-2953,2009-07-13,2009-07-13,2014-06-29,80499,S&D,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Szocialisták és Demokraták Progresszív Szövetsége Európai Parlamenti Képviselőcsoportja,Sotsiaaldemokraatide ja demokraatide fraktsioon Euroopa Parlamendis,Euroopan parlamentin sosialistien ja demokraattien ryhmä,Skupina progresivní aliance socialistů a demokratů v Evropském parlamentu,Skupina progresívnej aliancie socialistov a demokratov v Európskom parlamente,Europos Parlamento socialistų ir demokratų pažangiojo aljanso frakcija,Eiropas Parlamenta sociālistu un demokrātu progresīvās alianses grupa,Grupp tal-Allejanza Progressiva tas-Socjalisti u d-Demokratici fil-Parlament Ewropew,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Gruppen for Det Progressive Forbund af Socialdemokrater i Europa-Parlamentet,Fractie van de Progressieve Alliantie van Socialisten en Democraten in het Europees Parlement,Gruppen Progressiva förbundet av Socialdemokrater i Europaparlamentet,Klub zastupnika Progresivnog saveza socijalista i demokrata u Europskom parlamentu,Skupina naprednega zavezništva socialistov in demokratov v Evropskem parlamentu,Grupa Postępowego Sojuszu Socjalistów i Demokratów w Parlamencie Europejskim,Fraktion der Progressiven Allianz der Sozialisten & Demokraten im Europäischen Parlament,Grupul Alianței Progresiste a Socialiștilor si Democraților din Parlamentul European,Gruppo dell'Alleanza Progressista di Socialisti e Democratici al Parlamento Europeo,Grupo da Aliança Progressista dos Socialistas e Democratas no Parlamento Europeu,Grupo de la Alianza Progresista de Socialistas y Demócratas en el Parlamento Europeo,Groupe de l'Alliance Progressiste des Socialistes et Démocrates au Parlement européen,Grúpa an Aontais Fhorásach na Sóisialaithe agus na nDaonlathaithe i bParliament na hEorpa,Ομάδα της Προοδευτικής Συμμαχίας των Σοσιαλιστών και Δημοκρατών στο Ευρωπαϊκό Κοινοβούλιο,Група на Прогресивния алианс на социалистите и демократите в Европейския парламент
http://data.europarl.europa.eu/org/group/S&amp;D-4284,2014-06-30,2014-06-30,2019-06-30,81599,S&D,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Szocialisták és Demokraták Progresszív Szövetsége az Európai Parlamentben képviselőcsoport,Sotsiaaldemokraatide ja demokraatide fraktsioon Euroopa Parlamendis,Euroopan parlamentin sosialistien ja demokraattien ryhmä,Skupina progresivní aliance socialistů a demokratů v Evropském parlamentu,Skupina progresívnej aliancie socialistov a demokratov v Európskom parlamente,Europos Parlamento socialistų ir demokratų pažangiojo aljanso frakcija,Eiropas Parlamenta sociālistu un demokrātu progresīvās alianses grupa,Grupp tal-Alleanza Progressiva tas-Soċjalisti u d-Demokratiċi fil-Parlament Ewropew,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Gruppen for Det Progressive Forbund af Socialdemokrater i Europa-Parlamentet,Fractie van de Progressieve Alliantie van Socialisten en Democraten in het Europees Parlement,Gruppen Progressiva förbundet av Socialdemokrater i Europaparlamentet,Klub zastupnika Progresivnog saveza socijalista i demokrata u Europskom parlamentu,Skupina naprednega zavezništva socialistov in demokratov v Evropskem parlamentu,Grupa Postępowego Sojuszu Socjalistów i Demokratów w Parlamencie Europejskim,Fraktion der Progressiven Allianz der Sozialdemokraten im Europäischen Parlament,Grupul Alianței Progresiste a Socialiștilor si Democraților din Parlamentul European,Gruppo dell'Alleanza progressista di Socialisti e Democratici al Parlamento Europeo,Grupo da Aliança Progressista dos Socialistas e Democratas no Parlamento Europeu,Grupo de la Alianza Progresista de Socialistas y Demócratas en el Parlamento Europeo,Groupe de l'Alliance Progressiste des Socialistes et Démocrates au Parlement européen,Grúpa an Aontais Fhorásach na Sóisialaithe agus na nDaonlathaithe i bParliament na hEorpa,Ομάδα της Προοδευτικής Συμμαχίας των Σοσιαλιστών και Δημοκρατών στο Ευρωπαϊκό Κοινοβούλιο,Група на Прогресивния алианс на социалистите и демократите в Европейския парламент
http://data.europarl.europa.eu/org/group/S&amp;D-5154,2019-07-01,2019-07-01,2099-12-30,85399,S&D,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Szocialisták és Demokraták Progresszív Szövetsége az Európai Parlamentben képviselőcsoport,Sotsiaaldemokraatide ja demokraatide fraktsioon Euroopa Parlamendis,Euroopan parlamentin sosialistien ja demokraattien ryhmä,skupina Progresivní aliance socialistů a demokratů v Evropském parlamentu,Skupina progresívnej aliancie socialistov a demokratov v Európskom parlamente,Europos Parlamento socialistų ir demokratų pažangiojo aljanso frakcija,Eiropas Parlamenta sociālistu un demokrātu progresīvās alianses grupa,Grupp tal-Alleanza Progressiva tas-Soċjalisti u d-Demokratiċi fil-Parlament Ewropew,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Gruppen for Det Progressive Forbund af Socialdemokrater i Europa-Parlamentet,Fractie van de Progressieve Alliantie van Socialisten en Democraten in het Europees Parlement,Gruppen Progressiva förbundet av Socialdemokrater i Europaparlamentet,Klub zastupnika Progresivnog saveza socijalista i demokrata u Europskom parlamentu,Skupina naprednega zavezništva socialistov in demokratov v Evropskem parlamentu,Grupa Postępowego Sojuszu Socjalistów i Demokratów w Parlamencie Europejskim,Fraktion der Progressiven Allianz der Sozialdemokraten im Europäischen Parlament,Grupul Alianței Progresiste a Socialiștilor si Democraților din Parlamentul European,Gruppo dell'Alleanza progressista di Socialisti e Democratici al Parlamento Europeo,Grupo da Aliança Progressista dos Socialistas e Democratas no Parlamento Europeu,Grupo de la Alianza Progresista de Socialistas y Demócratas en el Parlamento Europeo,Groupe de l'Alliance Progressiste des Socialistes et Démocrates au Parlement européen,Grúpa an Aontais Fhorásach na Sóisialaithe agus na nDaonlathaithe i bParliament na hEorpa,Ομάδα της Προοδευτικής Συμμαχίας των Σοσιαλιστών και Δημοκρατών στο Ευρωπαϊκό Κοινοβούλιο,Група на Прогресивния алианс на социалистите и демократите в Европейския парламент
