"PlenarySitting_uri","label","datePlenarySitting","session","adoptedTextList","agenda","attendanceList","cre","minutes","rollCallVotes","voteResult","logisticMeeting","annex","preferred_label_en","preferred_label_fr","preferred_label_de","preferred_label_it","preferred_label_es","preferred_label_pl","preferred_label_bg","preferred_label_cs","preferred_label_da","preferred_label_et","preferred_label_el","preferred_label_hr","preferred_label_lv","preferred_label_lt","preferred_label_hu","preferred_label_mt","preferred_label_nl","preferred_label_pt","preferred_label_ro","preferred_label_sk","preferred_label_sl","preferred_label_fi","preferred_label_sv"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190328","SESP 2019-03-28","2019-03-28","http://data.europarl.europa.eu/PlenarySession_20190325-20190328","reference/reds:iPlTa_Toc/TA-8-2019-03-28-TOC","reference/reds:iPlOj_Sit/OJQ-8-2019-03-28","reference/reds:iPlPv_Att/PV-8-2019-03-28-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-03-28","reference/reds:iPlPv_Sit/PV-8-2019-03-28","reference/reds:iPlPv_Rcv/PV-8-2019-03-28-RCV","reference/reds:iPlPv_Vot/PV-8-2019-03-28-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-001362-01",,"Thursday, 28 March 2019","Jeudi 28 mars 2019","Donnerstag, 28. März 2019","Giovedì 28 marzo 2019","Jueves 28 de marzo de 2019","Czwartek, 28 marca 2019","Четвъртък, 28 март 2019","Čtvrtek, 28. března 2019","Torsdag den 28. marts 2019","Neljapäev, 28. märts 2019","Πέμπτη 28 Μαρτίου 2019","četvrtak, 28. ožujka 2019.","Ceturtdiena, 2019. gada 28. marts","Ketvirtadienis, 2019 m. kovo 28 d.","2019. március 28., csütörtök","Il-Ħamis, 28 ta' Marzu 2019","Donderdag 28 maart 2019","Quinta-feira, 28 de Março de 2019","Joi, 28 martie 2019","Štvrtok, 28. marca 2019","Četrtek, 28. marec 2019","Torstai 28. maaliskuuta 2019","Torsdagen den 28 mars 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190403","SESP 2019-04-03","2019-04-03","http://data.europarl.europa.eu/PlenarySession_20190403-20190404",,"reference/reds:iPlOj_Sit/OJQ-8-2019-04-03","reference/reds:iPlPv_Att/PV-8-2019-04-03-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-03","reference/reds:iPlPv_Sit/PV-8-2019-04-03","reference/reds:iPlPv_Rcv/PV-8-2019-04-03-RCV",,"reference/reds:iCalPlMeeting/CMTG-PL-2019-001549-01",,"Wednesday, 3 April 2019","Mercredi 3 avril 2019","Mittwoch, 3. April 2019","Mercoledì 3 aprile 2019","Miércoles 3 de abril de 2019","Środa, 3 kwietnia 2019","Cряда, 3 април 2019","Středa, 3. dubna 2019","Onsdag den 3. april 2019","Kolmapäev, 3. aprill 2019","Τετάρτη 3 Απριλίου 2019","srijeda, 3. travnja 2019.","Trešdiena, 2019. gada 3. aprīlis","Trečiadienis, 2019 m. balandžio 3 d.","2019. április 3., szerda","L-Erbgħa, 3 ta' April 2019","Woensdag 3 april 2019","Quarta-feira, 3 de Abril de 2019","Miercuri, 3 aprilie 2019","Streda, 3. apríla 2019","Sreda, 3. april 2019","Keskiviikko 3. huhtikuuta 2019","Onsdagen den 3 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190404","SESP 2019-04-04","2019-04-04","http://data.europarl.europa.eu/PlenarySession_20190403-20190404","reference/reds:iPlTa_Toc/TA-8-2019-04-04-TOC","reference/reds:iPlOj_Sit/OJQ-8-2019-04-04","reference/reds:iPlPv_Att/PV-8-2019-04-04-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-04","reference/reds:iPlPv_Sit/PV-8-2019-04-04","reference/reds:iPlPv_Rcv/PV-8-2019-04-04-RCV","reference/reds:iPlPv_Vot/PV-8-2019-04-04-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-001550-01",,"Thursday, 4 April 2019","Jeudi 4 avril 2019","Donnerstag, 4. April 2019","Giovedì 4 aprile 2019","Jueves 4 de abril de 2019","Czwartek, 4 kwietnia 2019","Четвъртък, 4 април 2019","Čtvrtek, 4. dubna 2019","Torsdag den 4. april 2019","Neljapäev, 4. aprill 2019","Πέμπτη 4 Απριλίου 2019","četvrtak, 4. travnja 2019.","Ceturtdiena, 2019. gada 4. aprīlis","Ketvirtadienis, 2019 m. balandžio 4 d.","2019. április 4., csütörtök","Il-Ħamis, 4 ta' April 2019","Donderdag 4 april 2019","Quinta-feira, 4 de Abril de 2019","Joi, 4 aprilie 2019","Štvrtok, 4. apríla 2019","Četrtek, 4. april 2019","Torstai 4. huhtikuuta 2019","Torsdagen den 4 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190415","SESP 2019-04-15","2019-04-15","http://data.europarl.europa.eu/PlenarySession_20190415-20190418",,"reference/reds:iPlOj_Sit/OJQ-8-2019-04-15","reference/reds:iPlPv_Att/PV-8-2019-04-15-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-15","reference/reds:iPlPv_Sit/PV-8-2019-04-15","reference/reds:iPlPv_Rcv/PV-8-2019-04-15-RCV",,"reference/reds:iCalPlMeeting/CMTG-PL-2019-001373-01",,"Monday, 15 April 2019","Lundi 15 avril 2019","Montag, 15. April 2019","Lunedì 15 aprile 2019","Lunes 15 de abril de 2019","Poniedziałek, 15 kwietnia 2019","Понеделник, 15 април 2019","Pondělí, 15. dubna 2019","Mandag den 15. april 2019","Esmaspäev, 15. aprill 2019","Δευτέρα 15 Απριλίου 2019","ponedjeljak, 15. travnja 2019.","Pirmdiena, 2019. gada 15. aprīlis","Pirmadienis, 2019 m. balandžio 15 d.","2019. április 15., hétfő","It-Tnejn, 15 ta' April 2019","Maandag 15 april 2019","Segunda-feira, 15 de Abril de 2019","Luni, 15 aprilie 2019","Pondelok, 15. apríla 2019","Ponedeljek, 15. april 2019","Maanantai 15. huhtikuuta 2019","Måndagen den 15 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190416","SESP 2019-04-16","2019-04-16","http://data.europarl.europa.eu/PlenarySession_20190415-20190418","reference/reds:iPlTa_Toc/TA-8-2019-04-16-TOC","reference/reds:iPlOj_Sit/OJQ-8-2019-04-16","reference/reds:iPlPv_Att/PV-8-2019-04-16-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-16","reference/reds:iPlPv_Sit/PV-8-2019-04-16","reference/reds:iPlPv_Rcv/PV-8-2019-04-16-RCV","reference/reds:iPlPv_Vot/PV-8-2019-04-16-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-001389-01","reference/reds:iPlPv_Ann/PV-8-2019-04-16-ANN-1","Tuesday, 16 April 2019","Mardi 16 avril 2019","Dienstag, 16. April 2019","Martedì 16 aprile 2019","Martes 16 de abril de 2019","Wtorek, 16 kwietnia 2019","Втoрник, 16 април 2019","Úterý, 16. dubna 2019","Tirsdag den 16. april 2019","Teisipäev, 16. aprill 2019","Τρίτη 16 Απριλίου 2019","utorak, 16. travnja 2019.","Otrdiena, 2019. gada 16. aprīlis","Antradienis, 2019 m. balandžio 16 d.","2019. április 16., kedd","It-Tlieta, 16 ta' April 2019","Dinsdag 16 april 2019","Terça-feira, 16 de Abril de 2019","Marţi, 16 aprilie 2019","Utorok, 16. apríla 2019","Torek, 16. april 2019","Tiistai 16. huhtikuuta 2019","Tisdagen den 16 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190417","SESP 2019-04-17","2019-04-17","http://data.europarl.europa.eu/PlenarySession_20190415-20190418","reference/reds:iPlTa_Toc/TA-8-2019-04-17-TOC","reference/reds:iPlOj_Sit/OJQ-8-2019-04-17","reference/reds:iPlPv_Att/PV-8-2019-04-17-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-17","reference/reds:iPlPv_Sit/PV-8-2019-04-17","reference/reds:iPlPv_Rcv/PV-8-2019-04-17-RCV","reference/reds:iPlPv_Vot/PV-8-2019-04-17-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-001395-01",,"Wednesday, 17 April 2019","Mercredi 17 avril 2019","Mittwoch, 17. April 2019","Mercoledì 17 aprile 2019","Miércoles 17 de abril de 2019","Środa, 17 kwietnia 2019","Cряда, 17 април 2019","Středa, 17. dubna 2019","Onsdag den 17. april 2019","Kolmapäev, 17. aprill 2019","Τετάρτη 17 Απριλίου 2019","srijeda, 17. travnja 2019.","Trešdiena, 2019. gada 17. aprīlis","Trečiadienis, 2019 m. balandžio 17 d.","2019. április 17., szerda","L-Erbgħa, 17 ta' April 2019","Woensdag 17 april 2019","Quarta-feira, 17 de Abril de 2019","Miercuri, 17 aprilie 2019","Streda, 17. apríla 2019","Sreda, 17. april 2019","Keskiviikko 17. huhtikuuta 2019","Onsdagen den 17 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190418","SESP 2019-04-18","2019-04-18","http://data.europarl.europa.eu/PlenarySession_20190415-20190418","reference/reds:iPlTa_Toc/TA-8-2019-04-18-TOC","reference/reds:iPlOj_Sit/OJQ-8-2019-04-18","reference/reds:iPlPv_Att/PV-8-2019-04-18-ATT","reference/reds:iPlCre_Sit/CRE-8-2019-04-18","reference/reds:iPlPv_Sit/PV-8-2019-04-18","reference/reds:iPlPv_Rcv/PV-8-2019-04-18-RCV","reference/reds:iPlPv_Vot/PV-8-2019-04-18-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-001411-01",,"Thursday, 18 April 2019","Jeudi 18 avril 2019","Donnerstag, 18. April 2019","Giovedì 18 aprile 2019","Jueves 18 de abril de 2019","Czwartek, 18 kwietnia 2019","Четвъртък, 18 април 2019","Čtvrtek, 18. dubna 2019","Torsdag den 18. april 2019","Neljapäev, 18. aprill 2019","Πέμπτη 18 Απριλίου 2019","četvrtak, 18. travnja 2019.","Ceturtdiena, 2019. gada 18. aprīlis","Ketvirtadienis, 2019 m. balandžio 18 d.","2019. április 18., csütörtök","Il-Ħamis, 18 ta' April 2019","Donderdag 18 april 2019","Quinta-feira, 18 de Abril de 2019","Joi, 18 aprilie 2019","Štvrtok, 18. apríla 2019","Četrtek, 18. april 2019","Torstai 18. huhtikuuta 2019","Torsdagen den 18 april 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190702","SESP 2019-07-02","2019-07-02","http://data.europarl.europa.eu/PlenarySession_20190702-20190704",,"reference/reds:iPlOj_Sit/OJQ-9-2019-07-02","reference/reds:iPlPv_Att/PV-9-2019-07-02-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-02","reference/reds:iPlPv_Sit/PV-9-2019-07-02",,,"reference/reds:iCalPlMeeting/CMTG-PL-2019-010381-01",,"Tuesday, 2 July 2019","Mardi 2 juillet 2019","Dienstag, 2. Juli 2019","Martedì 2 luglio 2019","Martes 2 de julio de 2019","Wtorek, 2 lipca 2019","Втoрник, 2 юли 2019","Úterý, 2. července 2019","Tirsdag den 2. juli 2019","Teisipäev, 2. juuli 2019","Τρίτη 2 Ιουλίου 2019","utorak, 2. srpnja 2019.","Otrdiena, 2019. gada 2. jūlijs","Antradienis, 2019 m. liepos 2 d.","2019. július 2., kedd","It-Tlieta, 2 ta' Lulju 2019","Dinsdag 2 juli 2019","Terça-feira, 2 de Julho de 2019","Marţi, 2 iulie 2019","Utorok, 2. júla 2019","Torek, 2. julij 2019","Tiistai 2. heinäkuuta 2019","Tisdagen den 2 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190703","SESP 2019-07-03","2019-07-03","http://data.europarl.europa.eu/PlenarySession_20190702-20190704","reference/reds:iPlTa_Toc/TA-9-2019-07-03-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-07-03","reference/reds:iPlPv_Att/PV-9-2019-07-03-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-03","reference/reds:iPlPv_Sit/PV-9-2019-07-03",,"reference/reds:iPlPv_Vot/PV-9-2019-07-03-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-010383-01","reference/reds:iPlPv_Ann/PV-9-2019-07-03-ANN-1","Wednesday, 3 July 2019","Mercredi 3 juillet 2019","Mittwoch, 3. Juli 2019","Mercoledì 3 luglio 2019","Miércoles 3 de julio de 2019","Środa, 3 lipca 2019","Cряда, 3 юли 2019","Středa, 3. července 2019","Onsdag den 3. juli 2019","Kolmapäev, 3. juuli 2019","Τετάρτη 3 Ιουλίου 2019","srijeda, 3. srpnja 2019.","Trešdiena, 2019. gada 3. jūlijs","Trečiadienis, 2019 m. liepos 3 d.","2019. július 3., szerda","L-Erbgħa, 3 ta' Lulju 2019","Woensdag 3 juli 2019","Quarta-feira, 3 de Julho de 2019","Miercuri, 3 iulie 2019","Streda, 3. júla 2019","Sreda, 3. julij 2019","Keskiviikko 3. heinäkuuta 2019","Onsdagen den 3 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190704","SESP 2019-07-04","2019-07-04","http://data.europarl.europa.eu/PlenarySession_20190702-20190704",,"reference/reds:iPlOj_Sit/OJQ-9-2019-07-04","reference/reds:iPlPv_Att/PV-9-2019-07-04-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-04","reference/reds:iPlPv_Sit/PV-9-2019-07-04",,,"reference/reds:iCalPlMeeting/CMTG-PL-2019-010385-01","reference/reds:iPlPv_Ann/PV-9-2019-07-04-ANN-1","Thursday, 4 July 2019","Jeudi 4 juillet 2019","Donnerstag, 4. Juli 2019","Giovedì 4 luglio 2019","Jueves 4 de julio de 2019","Czwartek, 4 lipca 2019","Четвъртък, 4 юли 2019","Čtvrtek, 4. července 2019","Torsdag den 4. juli 2019","Neljapäev, 4. juuli 2019","Πέμπτη 4 Ιουλίου 2019","četvrtak, 4. srpnja 2019.","Ceturtdiena, 2019. gada 4. jūlijs","Ketvirtadienis, 2019 m. liepos 4 d.","2019. július 4., csütörtök","Il-Ħamis, 4 ta' Lulju 2019","Donderdag 4 juli 2019","Quinta-feira, 4 de Julho de 2019","Joi, 4 iulie 2019","Štvrtok, 4. júla 2019","Četrtek, 4. julij 2019","Torstai 4. heinäkuuta 2019","Torsdagen den 4 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190715","SESP 2019-07-15","2019-07-15","http://data.europarl.europa.eu/PlenarySession_20190715-20190718",,"reference/reds:iPlOj_Sit/OJQ-9-2019-07-15","reference/reds:iPlPv_Att/PV-9-2019-07-15-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-15","reference/reds:iPlPv_Sit/PV-9-2019-07-15","reference/reds:iPlPv_Rcv/PV-9-2019-07-15-RCV",,"reference/reds:iCalPlMeeting/CMTG-PL-2019-010386-01",,"Monday, 15 July 2019","Lundi 15 juillet 2019","Montag, 15. Juli 2019","Lunedì 15 luglio 2019","Lunes 15 de julio de 2019","Poniedziałek, 15 lipca 2019","Понеделник, 15 юли 2019","Pondělí, 15. července 2019","Mandag den 15. juli 2019","Esmaspäev, 15. juuli 2019","Δευτέρα 15 Ιουλίου 2019","ponedjeljak, 15. srpnja 2019.","Pirmdiena, 2019. gada 15. jūlijs","Pirmadienis, 2019 m. liepos 15 d.","2019. július 15., hétfő","It-Tnejn, 15 ta' Lulju 2019","Maandag 15 juli 2019","Segunda-feira, 15 de Julho de 2019","Luni, 15 iulie 2019","Pondelok, 15. júla 2019","Ponedeljek, 15. julij 2019","Maanantai 15. heinäkuuta 2019","Måndagen den 15 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190716","SESP 2019-07-16","2019-07-16","http://data.europarl.europa.eu/PlenarySession_20190715-20190718","reference/reds:iPlTa_Toc/TA-9-2019-07-16-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-07-16","reference/reds:iPlPv_Att/PV-9-2019-07-16-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-16","reference/reds:iPlPv_Sit/PV-9-2019-07-16",,,"reference/reds:iCalPlMeeting/CMTG-PL-2019-010388-01","reference/reds:iPlPv_Ann/PV-9-2019-07-16-ANN-1","Tuesday, 16 July 2019","Mardi 16 juillet 2019","Dienstag, 16. Juli 2019","Martedì 16 luglio 2019","Martes 16 de julio de 2019","Wtorek, 16 lipca 2019","Втoрник, 16 юли 2019","Úterý, 16. července 2019","Tirsdag den 16. juli 2019","Teisipäev, 16. juuli 2019","Τρίτη 16 Ιουλίου 2019","utorak, 16. srpnja 2019.","Otrdiena, 2019. gada 16. jūlijs","Antradienis, 2019 m. liepos 16 d.","2019. július 16., kedd","It-Tlieta, 16 ta' Lulju 2019","Dinsdag 16 juli 2019","Terça-feira, 16 de Julho de 2019","Marţi, 16 iulie 2019","Utorok, 16. júla 2019","Torek, 16. julij 2019","Tiistai 16. heinäkuuta 2019","Tisdagen den 16 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190717","SESP 2019-07-17","2019-07-17","http://data.europarl.europa.eu/PlenarySession_20190715-20190718","reference/reds:iPlTa_Toc/TA-9-2019-07-17-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-07-17","reference/reds:iPlPv_Att/PV-9-2019-07-17-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-17","reference/reds:iPlPv_Sit/PV-9-2019-07-17",,"reference/reds:iPlPv_Vot/PV-9-2019-07-17-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-010389-01","reference/reds:iPlPv_Ann/PV-9-2019-07-17-ANN-1","Wednesday, 17 July 2019","Mercredi 17 juillet 2019","Mittwoch, 17. Juli 2019","Mercoledì 17 luglio 2019","Miércoles 17 de julio de 2019","Środa, 17 lipca 2019","Cряда, 17 юли 2019","Středa, 17. července 2019","Onsdag den 17. juli 2019","Kolmapäev, 17. juuli 2019","Τετάρτη 17 Ιουλίου 2019","srijeda, 17. srpnja 2019.","Trešdiena, 2019. gada 17. jūlijs","Trečiadienis, 2019 m. liepos 17 d.","2019. július 17., szerda","L-Erbgħa, 17 ta' Lulju 2019","Woensdag 17 juli 2019","Quarta-feira, 17 de Julho de 2019","Miercuri, 17 iulie 2019","Streda, 17. júla 2019","Sreda, 17. julij 2019","Keskiviikko 17. heinäkuuta 2019","Onsdagen den 17 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190718","SESP 2019-07-18","2019-07-18","http://data.europarl.europa.eu/PlenarySession_20190715-20190718","reference/reds:iPlTa_Toc/TA-9-2019-07-18-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-07-18","reference/reds:iPlPv_Att/PV-9-2019-07-18-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-07-18","reference/reds:iPlPv_Sit/PV-9-2019-07-18","reference/reds:iPlPv_Rcv/PV-9-2019-07-18-RCV","reference/reds:iPlPv_Vot/PV-9-2019-07-18-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-010390-01",,"Thursday, 18 July 2019","Jeudi 18 juillet 2019","Donnerstag, 18. Juli 2019","Giovedì 18 luglio 2019","Jueves 18 de julio de 2019","Czwartek, 18 lipca 2019","Четвъртък, 18 юли 2019","Čtvrtek, 18. července 2019","Torsdag den 18. juli 2019","Neljapäev, 18. juuli 2019","Πέμπτη 18 Ιουλίου 2019","četvrtak, 18. srpnja 2019.","Ceturtdiena, 2019. gada 18. jūlijs","Ketvirtadienis, 2019 m. liepos 18 d.","2019. július 18., csütörtök","Il-Ħamis, 18 ta' Lulju 2019","Donderdag 18 juli 2019","Quinta-feira, 18 de Julho de 2019","Joi, 18 iulie 2019","Štvrtok, 18. júla 2019","Četrtek, 18. julij 2019","Torstai 18. heinäkuuta 2019","Torsdagen den 18 juli 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190916","SESP 2019-09-16","2019-09-16","http://data.europarl.europa.eu/PlenarySession_20190916-20190919",,"reference/reds:iPlOj_Sit/OJQ-9-2019-09-16","reference/reds:iPlPv_Att/PV-9-2019-09-16-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-09-16","reference/reds:iPlPv_Sit/PV-9-2019-09-16","reference/reds:iPlPv_Rcv/PV-9-2019-09-16-RCV",,"reference/reds:iCalPlMeeting/CMTG-PL-2019-011628-01",,"Monday, 16 September 2019","Lundi 16 septembre 2019","Montag, 16. September 2019","Lunedì 16 settembre 2019","Lunes 16 de septiembre de 2019","Poniedziałek, 16 września 2019","Понеделник, 16 септември 2019","Pondělí, 16. září 2019","Mandag den 16. september 2019","Esmaspäev, 16. september 2019","Δευτέρα 16 Σεπτεμβρίου 2019","ponedjeljak, 16. rujna 2019.","Pirmdiena, 2019. gada 16. septembris","Pirmadienis, 2019 m. rugsėjo 16 d.","2019. szeptember 16., hétfő","It-Tnejn, 16 ta' Settembru 2019","Maandag 16 september 2019","Segunda-feira, 16 de Setembro de 2019","Luni, 16 septembrie 2019","Pondelok, 16. septembra 2019","Ponedeljek, 16. september 2019","Maanantai 16. syyskuuta 2019","Måndagen den 16 september 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190917","SESP 2019-09-17","2019-09-17","http://data.europarl.europa.eu/PlenarySession_20190916-20190919","reference/reds:iPlTa_Toc/TA-9-2019-09-17-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-09-17","reference/reds:iPlPv_Att/PV-9-2019-09-17-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-09-17","reference/reds:iPlPv_Sit/PV-9-2019-09-17","reference/reds:iPlPv_Rcv/PV-9-2019-09-17-RCV","reference/reds:iPlPv_Vot/PV-9-2019-09-17-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-011629-01","reference/reds:iPlPv_Ann/PV-9-2019-09-17-ANN-1","Tuesday, 17 September 2019","Mardi 17 septembre 2019","Dienstag, 17. September 2019","Martedì 17 settembre 2019","Martes 17 de septiembre de 2019","Wtorek, 17 września 2019","Втoрник, 17 септември 2019","Úterý, 17. září 2019","Tirsdag den 17. september 2019","Teisipäev, 17. september 2019","Τρίτη 17 Σεπτεμβρίου 2019","utorak, 17. rujna 2019.","Otrdiena, 2019. gada 17. septembris","Antradienis, 2019 m. rugsėjo 17 d.","2019. szeptember 17., kedd","It-Tlieta, 17 ta' Settembru 2019","Dinsdag 17 september 2019","Terça-feira, 17 de Setembro de 2019","Marţi, 17 septembrie 2019","Utorok, 17. septembra 2019","Torek, 17. september 2019","Tiistai 17. syyskuuta 2019","Tisdagen den 17 september 2019"
"http://data.europarl.europa.eu/eli/dl/iPlMeeting/20190918","SESP 2019-09-18","2019-09-18","http://data.europarl.europa.eu/PlenarySession_20190916-20190919","reference/reds:iPlTa_Toc/TA-9-2019-09-18-TOC","reference/reds:iPlOj_Sit/OJQ-9-2019-09-18","reference/reds:iPlPv_Att/PV-9-2019-09-18-ATT","reference/reds:iPlCre_Sit/CRE-9-2019-09-18","reference/reds:iPlPv_Sit/PV-9-2019-09-18","reference/reds:iPlPv_Rcv/PV-9-2019-09-18-RCV","reference/reds:iPlPv_Vot/PV-9-2019-09-18-VOT","reference/reds:iCalPlMeeting/CMTG-PL-2019-011630-01",,"Wednesday, 18 September 2019","Mercredi 18 septembre 2019","Mittwoch, 18. September 2019","Mercoledì 18 settembre 2019","Miércoles 18 de septiembre de 2019","Środa, 18 września 2019","Cряда, 18 септември 2019","Středa, 18. září 2019","Onsdag den 18. september 2019","Kolmapäev, 18. september 2019","Τετάρτη 18 Σεπτεμβρίου 2019","srijeda, 18. rujna 2019.","Trešdiena, 2019. gada 18. septembris","Trečiadienis, 2019 m. rugsėjo 18 d.","2019. szeptember 18., szerda","L-Erbgħa, 18 ta' Settembru 2019","Woensdag 18 september 2019","Quarta-feira, 18 de Setembro de 2019","Miercuri, 18 septembrie 2019","Streda, 18. septembra 2019","Sreda, 18. september 2019","Keskiviikko 18. syyskuuta 2019","Onsdagen den 18 september 2019"
